School Name,Degree Level,PGM-CD,Program Name,CIP,Add/Dis/Mov/Red,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Howard Community College,ASSOCIATE,496034,SECONDARY EDUCATION-ENGLISH (AAT),131305,Approved in 2009,0,0,0,18,26,32,30,31,23,22,26,15,12,19
Howard Community College,ASSOCIATE,497001,BUSINESS ADMINISTRATION TRANSFER,520101,,627,662,678,655,662,558,456,439,454,430,436,385,322,415
Howard Community College,ASSOCIATE,497002,ENTREPRENEURSHIP (AA),520701,Approved in 2007,0,19,17,16,26,20,22,22,28,33,27,19,19,35
Howard Community College,ASSOCIATE,497005,ACCOUNTING,520302,Approved in 2011,0,0,0,0,0,41,127,190,196,189,190,183,113,129
Howard Community College,ASSOCIATE,498001,COMPUTER SCIENCE TRANSFER,110101,,140,101,114,144,149,167,174,213,260,319,393,202,147,175
Howard Community College,ASSOCIATE,500201,ACCOUNTING,520302,Discontinued in 1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard Community College,ASSOCIATE,500401,BUSINESS MANAGEMENT,520201,,127,116,130,92,171,195,212,273,276,225,187,139,81,40
Howard Community College,ASSOCIATE,500425,ENTREPRENEURSHIP (AAS),520701,Approved in 2007,0,8,9,14,16,12,13,8,9,6,11,21,3,0
Howard Community College,ASSOCIATE,500501,ADMINISTRATIVE PROFESSIONAL,520401,,25,24,23,26,24,23,24,18,23,18,22,13,16,12
Howard Community College,ASSOCIATE,500800,ENTERTAINMENT TECHNOLOGY,100299,Approved in 2016,0,0,0,0,0,0,0,0,0,0,0,7,6,14
Howard Community College,ASSOCIATE,501001,"HOTEL, RESTAURANT, AND EVENT MANAGE",120504,Approved in 2005,38,38,35,29,21,8,4,3,11,30,27,41,37,39
Howard Community College,ASSOCIATE,501002,CULINARY ARTS AND BAKING,120504,Approved in 2005,12,25,42,52,48,44,62,61,60,56,61,53,66,77
Howard Community College,ASSOCIATE,510501,COMPUTER SUPPORT TECHNOLOGY,151202,Approved in 1984,32,25,27,22,37,34,30,37,33,18,11,1,2,0
Howard Community College,ASSOCIATE,519902,MICROCOMPUTER APPLICATIONS,521201,Discontinued in 1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard Community College,ASSOCIATE,519903,NETWORK ADMINISTRATION,110901,Approved in 1993,21,30,33,26,46,42,36,42,35,31,4,35,27,16
Howard Community College,ASSOCIATE,519910,INFORMATION TECHNOLOGY,521201,Approved in 2002,67,107,116,146,160,197,201,234,222,212,171,333,300,335
Howard Community College,ASSOCIATE,520301,DENTAL HYGIENE,510602,Approved in 2012,0,0,0,0,0,0,0,32,52,156,180,113,87,119
Howard Community College,ASSOCIATE,520501,MEDICAL LABORATORY TECHNICIAN,511004,Approved in 2012,0,0,0,0,0,0,5,29,40,36,36,24,29,27
Howard Community College,ASSOCIATE,520701,RADIOLOGIC TECHNOLOGY,510907,Approved in 2007,0,0,127,165,196,195,199,165,167,149,127,94,88,92
Howard Community College,ASSOCIATE,520702,DIAGNOSTIC MEDICAL SONOGRAPHY,510910,Approved in 2012,0,0,0,0,0,0,0,102,129,132,157,119,117,121
Howard Community College,ASSOCIATE,520801,NURSING,513801,,930,1037,1126,1270,1344,1313,1362,1318,1394,1260,1084,834,712,784
Howard Community College,ASSOCIATE,520802,PARAMEDIC TO RN PATHWAY,513801,Approved in 2015,0,0,0,0,0,0,0,0,0,2,9,5,3,9
Howard Community College,ASSOCIATE,521702,CARDIOVASCULAR TECH,510901,Approved in 1994,30,25,22,28,28,38,40,30,30,21,25,25,19,22
Howard Community College,ASSOCIATE,521801,HEALTH CARE FOR THE PROFESSIONAL,510799,Approved in 2002,10,8,6,9,17,20,11,14,25,21,24,11,6,13
Howard Community College,ASSOCIATE,521901,PHYSICAL THERAPIST ASSISTANT,510806,Approved in 2012,0,0,0,0,0,0,13,90,91,123,121,88,54,72
Howard Community College,ASSOCIATE,529910,EMT/PARAMEDIC,510904,Approved in 1999,43,37,40,48,44,48,76,56,58,56,58,38,27,38
Howard Community College,ASSOCIATE,530301,COMPUTER AIDED DESIGN TECH,151301,Approved in 1988,12,19,20,16,26,19,17,21,20,24,21,20,11,29
Howard Community College,ASSOCIATE,531001,ELECTRONICS TECH,150303,,13,11,13,14,18,18,24,13,12,13,11,14,9,9
Howard Community College,ASSOCIATE,531701,CONSTRUCTION MANAGEMENT,460499,Approved in 2008,0,0,3,14,10,16,23,31,36,34,39,29,18,26
Howard Community College,ASSOCIATE,539902,BIOMEDICAL ENG,150401,,15,17,23,39,33,38,39,52,41,47,36,32,18,29
Howard Community College,ASSOCIATE,539915,PHOTONICS TECHNOLOGY,159999,Approved in 2002,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Howard Community College,ASSOCIATE,550301,EARLY CHILDHOOD DEVELOPMENT,190708,Approved in 1989,33,37,31,40,49,58,68,71,63,69,70,85,67,60
Howard Community College,ASSOCIATE,550501,POLICE SCIENCE,430107,Approved in 2008,0,0,5,6,4,3,0,7,2,1,0,0,0,0
Howard Community College,ASSOCIATE,550701,FIRE SCIENCE AND LEADERSHIP,430202,Approved in 2015,0,0,0,0,0,0,0,0,0,3,3,11,6,2
Howard Community College,ASSOCIATE,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,32,51,23,12,14,21,22,20,8,9,13,27,5,7
Howard Community College,NON-DEGREE UNDERGRADUATE,121400,PUBLIC HEALTH,512208,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,491001,ARTS & SCIENCES TRANSFER,240101,,0,0,0,0,26,22,0,29,66,82,73,84,49,190
Howard Community College,NON-DEGREE UNDERGRADUATE,494001,ENGINEERING TRANSFER,140101,,0,0,0,0,7,5,0,5,4,0,7,9,8,23
Howard Community College,NON-DEGREE UNDERGRADUATE,494002,COMPUTER ENGINEERING (ASE),140901,,0,0,0,0,0,23,50,0,0,0,1,2,0,4
Howard Community College,NON-DEGREE UNDERGRADUATE,494003,ELECTRICAL ENGINEERING (ASE),141001,,0,0,0,0,0,13,30,1,1,1,0,1,1,3
Howard Community College,NON-DEGREE UNDERGRADUATE,495001,GENERAL STUDIES TRANSFER,240102,,0,0,0,0,39,31,0,48,41,45,78,95,339,273
Howard Community College,NON-DEGREE UNDERGRADUATE,496001,TEACHER EDUCATION TRANSFER,130101,,79,67,66,60,44,36,27,15,19,21,24,10,2,11
Howard Community College,NON-DEGREE UNDERGRADUATE,496009,EARLY CHLDHD ED/EARLY CHLDHD SPC ED,131210,,0,0,0,0,1,0,0,1,1,3,0,2,0,3
Howard Community College,NON-DEGREE UNDERGRADUATE,496011,ELEM EDUC/ELEMENTARY SPEC EDUC (AAT,131202,,0,0,0,0,0,2,0,2,2,0,0,0,1,4
Howard Community College,NON-DEGREE UNDERGRADUATE,496030,SECONDARY EDUCATION - CHEMISTRY (AA,131323,,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Howard Community College,NON-DEGREE UNDERGRADUATE,496031,SECONDARY EDUCATION - MATHEMATICS (,131311,,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,496034,SECONDARY EDUCATION-ENGLISH (AAT),131305,,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,497001,BUSINESS ADMINISTRATION TRANSFER,520101,,0,0,0,0,8,1,0,12,13,1,3,14,6,24
Howard Community College,NON-DEGREE UNDERGRADUATE,497002,ENTREPRENEURSHIP (AA),520701,,0,0,0,0,0,0,0,0,1,0,0,0,0,6
Howard Community College,NON-DEGREE UNDERGRADUATE,497005,ACCOUNTING,520302,,0,0,0,0,0,0,0,0,1,20,0,0,6,11
Howard Community College,NON-DEGREE UNDERGRADUATE,498001,COMPUTER SCIENCE TRANSFER,110101,,0,0,0,0,2,1,0,1,3,12,28,10,4,18
Howard Community College,NON-DEGREE UNDERGRADUATE,500201,ACCOUNTING,520302,,27,27,29,0,0,0,0,0,0,0,0,0,0,0
Howard Community College,NON-DEGREE UNDERGRADUATE,500401,BUSINESS MANAGEMENT,520201,,0,0,0,0,3,1,0,2,7,7,8,9,7,22
Howard Community College,NON-DEGREE UNDERGRADUATE,500425,ENTREPRENEURSHIP (AAS),520701,,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Howard Community College,NON-DEGREE UNDERGRADUATE,500800,ENTERTAINMENT TECHNOLOGY,100299,,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,501001,"HOTEL, RESTAURANT, AND EVENT MANAGE",120504,,0,0,0,0,1,0,0,0,0,1,2,0,0,0
Howard Community College,NON-DEGREE UNDERGRADUATE,501002,CULINARY ARTS AND BAKING,120504,,0,0,0,0,0,0,0,0,0,0,2,0,2,1
Howard Community College,NON-DEGREE UNDERGRADUATE,501003,EVENT MANAGEMENT,520907,,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,519903,NETWORK ADMINISTRATION,110901,,0,0,0,0,0,0,0,0,0,26,19,0,0,0
Howard Community College,NON-DEGREE UNDERGRADUATE,519910,INFORMATION TECHNOLOGY,521201,,0,0,0,0,1,1,0,0,1,0,0,24,29,51
Howard Community College,NON-DEGREE UNDERGRADUATE,520301,DENTAL HYGIENE,510602,,0,0,0,0,0,0,0,0,1,0,2,1,0,2
Howard Community College,NON-DEGREE UNDERGRADUATE,520701,RADIOLOGIC TECHNOLOGY,510907,,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,520702,DIAGNOSTIC MEDICAL SONOGRAPHY,510910,,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,520801,NURSING,513801,,0,0,0,0,0,1,0,4,6,4,6,4,5,24
Howard Community College,NON-DEGREE UNDERGRADUATE,520802,PARAMEDIC TO RN PATHWAY,513801,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,520901,LICENSED PRACTICAL NURSING,513901,,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Howard Community College,NON-DEGREE UNDERGRADUATE,521702,CARDIOVASCULAR TECH,510901,,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,521801,HEALTH CARE FOR THE PROFESSIONAL,510799,,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Howard Community College,NON-DEGREE UNDERGRADUATE,521901,PHYSICAL THERAPIST ASSISTANT,510806,,0,0,0,0,0,0,0,0,0,5,2,0,0,3
Howard Community College,NON-DEGREE UNDERGRADUATE,529910,EMT/PARAMEDIC,510904,,0,0,0,0,0,0,0,2,0,1,2,0,1,2
Howard Community College,NON-DEGREE UNDERGRADUATE,530301,COMPUTER AIDED DESIGN TECH,151301,,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Howard Community College,NON-DEGREE UNDERGRADUATE,531001,ELECTRONICS TECH,150303,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Howard Community College,NON-DEGREE UNDERGRADUATE,531701,CONSTRUCTION MANAGEMENT,460499,,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Howard Community College,NON-DEGREE UNDERGRADUATE,539902,BIOMEDICAL ENG,150401,,0,0,0,0,0,0,0,0,1,2,0,2,1,10
Howard Community College,NON-DEGREE UNDERGRADUATE,550301,EARLY CHILDHOOD DEVELOPMENT,190708,,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Howard Community College,NON-DEGREE UNDERGRADUATE,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,783,727,667,682,715,769,803,546,239,22,43,264,126,63
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,491001,ARTS & SCIENCES TRANSFER,240101,,0,0,0,0,0,64,89,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,491002,COMMUNICATION STUDIES,90101,,0,0,0,0,0,1,6,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,491004,SCIENCE,240101,,0,0,0,0,0,20,82,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,491005,AMERICAN SIGN LANGUAGE,161601,,0,0,0,0,0,1,5,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,491010,SPECIALIZED ART,240101,,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,491011,STUDIO ART CERTIFICATE,240101,,0,0,0,0,0,3,3,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,491012,MUSIC CERTIFICATE,240199,,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,491050,TRANSFER STUDIES,240199,,0,0,0,0,0,4,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,493003,ETHNIC SOCIAL STUDIES,50200,,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,494001,ENGINEERING SCIENCE,140101,,0,0,0,0,0,35,98,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,495001,GENERAL STUDIES TRANSFER,240199,,0,0,0,0,0,355,868,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,496001,TEACHER EDUCATION TRANSFER,130101,,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,496009,ERLY CHLDHD EDUC/ERLY CHLD SPEC EDU,131210,,0,0,0,0,0,13,28,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,496011,ELEM EDUC/ELEMENTARY SPECIAL EDUC-(,131202,,0,0,0,0,0,14,20,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,496031,SECONDARY EDUCATION-MATHEMATICS (AA,131311,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,496033,SECONDARY EDUCATION - SPANISH (AAT),131330,,0,0,0,0,0,2,4,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,496034,SECONDARY EDUCATION-ENGLISH (AAT),131305,,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,497001,BUSINESS,520101,,0,0,0,0,0,85,180,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,498001,COMPUTER SCIENCE AND TECHNOLOGIES,110101,,0,0,0,0,0,22,50,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500201,ACCOUNTING,520302,,0,0,0,0,0,17,93,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500401,MANAGEMENT,520201,,0,0,0,3,0,11,12,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500501,OFFICE TECH,520401,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500701,PHOTOGRAPHY MASTER CERTIFICATE,500406,,0,0,0,0,0,9,8,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500702,ELECTRONIC PHOTOGRAPHY CERTIFICATE,500406,,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500704,"PORTRAIT, FASHION & PHOTOJOURNALISM",500406,,0,0,0,0,0,3,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500801,DIGITAL MULTIMEDIA PRODUCTION,100299,,0,0,0,0,0,4,7,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500803,BROADCAST JOURNALISM,100202,,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500804,VIDEO PRODUCTION,100299,,0,0,0,0,0,1,5,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,500901,PRINTING TECHNOLOGY CERTIFICATE,100305,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,501001,HOSPITALITY SUPERVIS & LEADERSHIP C,520904,,0,0,0,3,1,9,26,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,501002,FOOD & BEVERAGE MANAGEMENT CERTIFIC,120504,,0,0,0,1,1,1,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,501004,"MEETING,CONFERENCE & EVENT PLANNING",310301,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,501203,INTERIOR DESIGN-PREPROFESSIONAL,500408,,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,501205,DIGITAL ANIMATION,500402,,0,0,0,0,0,3,13,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,501206,GRAPHIC DESIGN,500402,,0,0,0,0,0,4,7,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,501210,FINE ARTS,500701,,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,501212,GRAPHIC DESIGN W/DIGITAL TOOLS,500402,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,501260,COMPUTER GAMING AND SIMULATION,100304,,0,0,0,0,0,8,18,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,510101,CYBERSECURITY,111003,,0,0,0,0,0,3,4,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,510301,COMPUTER PROGRAMMING,110201,,0,0,0,1,1,7,17,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,510501,CLOUD COMPUTING,151202,,0,0,0,4,1,1,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,510502,NETWORK ENGINEER CERT.,110901,,0,0,0,0,0,1,4,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,510505,MICROCOMPUTER TECHNICIAN CERTIFICAT,151202,,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,519902,HELP DESK CERTIFICATE,110501,,0,0,0,1,1,9,19,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,519903,DATABASE SYSTEMS,110601,,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,519905,WEB DEVELOPMENT,521299,,0,0,0,0,0,3,3,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,519910,INFORMATION TECHNOLOGY,110301,,0,0,0,0,0,4,7,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,519912,ADMINISTRATIVE SUPPORT TECHNOLOGY,110601,,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,519915,WEB DESIGN,521299,,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,519916,WEB PROGRAMMING CERTIFICATE,521299,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,520702,DIAGNOSTIC MEDICAL SONOGRAPHY,510910,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,520801,NURSING,513801,,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,521303,MEDICAL CODER/ABSTRACTOR/BILLER CER,510707,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,521601,MENTAL HEALTH ASSOCIATE,511502,,0,0,0,0,0,3,5,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,521901,PHYSICAL THERAPY ASST.,510806,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,529950,ADVANCED PERSONAL TRAINER,310599,,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,529960,POLYSOMNOGRAPHY (SLEEP MEDICINE) TE,519999,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,530401,MANAGEMENT OF CONSTRUCTION,151303,,0,0,0,0,0,8,16,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,530409,CAD FOR THE BUILDING PROFESSIONAL C,151303,,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,530601,ENGINE PERFORMANCE SPECIALIST CERT.,470604,,0,0,0,0,0,14,32,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,530603,UNDERCAR SPECIALIST CERT.,470604,,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,530605,AUTO ELECTRICAL SYS. SPECIALTIST CE,470604,,0,0,0,0,0,3,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,531101,ELECTROMECHANICAL SYSTEMS ENG TECH,150403,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,531701,CARPENTRY,460499,,0,0,0,22,10,10,14,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,531703,HVAC CERTIFICATE,470201,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,540201,LANDSCAPE TECH,10601,,0,0,0,0,0,4,5,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,540701,BIOTECHNOLOGY CERTIFICATE,410101,,0,0,0,0,0,4,9,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,550303,EARLY CHILDHOOD EDUCATION,190709,,0,0,0,0,0,23,52,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,550501,CRIMINAL JUSTICE,430107,,0,0,0,0,0,64,93,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,550701,FIRE & ARSON INVESTIGATION CERTIFIC,430201,,0,0,0,4,9,7,5,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,550802,CARTOGRAPHY & GEOGRAPHIC INFO SYS C,450799,,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,550803,GEOGRAPHIC EDUCATION CERTIFICATE,450701,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,559901,PARALEGAL STUDIES CERTIFICATE,220302,,0,0,0,8,5,6,14,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,559902,EMERGENCY PREPAREDNESS MANAGEMENT,430302,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Montgomery College-All Campuses,UNKNOWN DEGREE LEVEL,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,0,0,6448,6434,6259,5483,5225,0,0,1,0,0,0,0
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,491010,SPECIALIZED ART,240101,Discontinued in 2015,11,16,10,10,16,10,10,9,8,3,4,2,2,1
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,491011,STUDIO ART CERTIFICATE,240101,Discontinued in 2015,18,19,16,16,17,6,6,12,12,10,8,4,2,2
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,491012,MUSIC CERTIFICATE,240199,Approved in 2000,9,10,9,9,10,11,8,11,14,21,16,10,6,10
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,491050,TRANSFER STUDIES,240199,Approved in 2004,11,20,61,58,64,49,50,48,55,48,38,26,33,38
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,493003,ETHNIC SOCIAL STUDIES,50200,Approved in 2007,0,0,0,1,1,0,1,6,6,3,7,2,0,2
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,499905,WOMEN'S STUDIES,50207,Approved in 2012,0,0,0,0,0,0,0,2,5,3,4,6,2,1
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500201,ACCOUNTING,520302,,60,71,70,74,52,65,68,83,89,90,134,114,105,74
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500401,MANAGEMENT,520201,Approved in 1984,21,29,23,18,22,21,23,23,29,26,31,29,16,8
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500408,MARKETING CERTIFICATE,521899,Discontinued in 2005,1,1,2,1,1,0,0,0,0,0,0,0,0,0
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500409,HUMAN RESOURCES MANAGEMENT CERTIFIC,521001,Discontinued in 2005,5,2,2,3,2,2,1,1,0,0,0,0,0,0
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500501,OFFICE TECH,520401,Discontinued in 2002,8,5,5,7,7,4,1,0,0,0,0,0,0,0
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500701,PHOTOGRAPHY MASTER CERTIFICATE,500406,Approved in 1988,4,5,6,9,10,11,10,8,12,12,11,8,11,12
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500702,ELECTRONIC PHOTOGRAPHY CERTIFICATE,500406,Approved in 2002,1,3,3,4,3,4,3,4,7,6,5,5,1,1
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500703,PHOTOGRAPHY TECHNIQUE CERTIFICATE,500406,Approved in 2002,0,2,0,0,1,7,2,1,1,2,2,0,1,0
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500704,"PORTRAIT, FASHION & PHOTOJOURNALISM",500406,Approved in 2002,9,13,13,17,13,12,13,10,14,9,11,6,7,2
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500705,STUDIO & LOCATION PHOTOGRAPHY CERTI,500406,Discontinued in 2008,5,6,2,2,0,1,0,0,0,0,0,0,0,0
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500801,DIGITAL MULTIMEDIA PRODUCTION,100299,Approved in 2000,11,16,12,17,19,12,14,23,17,16,14,11,7,4
Montgomery College-All Campuses,LOWER DIVISION CERTIFICATE,500802,AUDIO PRODUCTION,100299,Approved in 1999,5,4,5,6,7,6,4,7,6,6,5,7,2,1
